,Neighborhood,Year Built,SalePrice,Formated Price
2408,NridgHt,2006,310090,"$310,090.00"
2409,NridgHt,2003,171750,"$171,750.00"
2410,Gilbert,2005,169990,"$169,990.00"
2411,Gilbert,2005,170440,"$170,440.00"
2412,Gilbert,2006,169985,"$169,985.00"
2413,Gilbert,2006,179665,"$179,665.00"
2414,Gilbert,2006,219210,"$219,210.00"
2415,Gilbert,2006,174190,"$174,190.00"
2416,Gilbert,2006,172785,"$172,785.00"
2417,Gilbert,2004,258000,"$258,000.00"
2418,Gilbert,2006,185101,"$185,101.00"
2419,Blmngtn,2006,210250,"$210,250.00"
2420,Blmngtn,2003,234000,"$234,000.00"
2421,Blmngtn,2003,215000,"$215,000.00"
2422,Blmngtn,2002,246990,"$246,990.00"
2423,Blmngtn,2004,178740,"$178,740.00"
2424,Blmngtn,2004,225000,"$225,000.00"
2425,Blmngtn,2005,167240,"$167,240.00"
2426,Blmngtn,2005,156820,"$156,820.00"
2427,Blmngtn,2005,213490,"$213,490.00"
2428,Blmngtn,2006,264561,"$264,561.00"
2429,Blmngtn,2006,246578,"$246,578.00"
2430,Gilbert,2005,192140,"$192,140.00"
2431,Gilbert,2002,183200,"$183,200.00"
2432,Gilbert,2004,178000,"$178,000.00"
2433,Gilbert,2004,201490,"$201,490.00"
2434,Gilbert,2000,230500,"$230,500.00"
2435,Gilbert,2003,180000,"$180,000.00"
2436,Gilbert,2000,172400,"$172,400.00"
2437,Gilbert,2000,215000,"$215,000.00"
2438,Gilbert,1998,199900,"$199,900.00"
2439,Gilbert,2000,173000,"$173,000.00"
2440,Gilbert,2006,287602,"$287,602.00"
2441,Gilbert,1999,230000,"$230,000.00"
2442,NoRidge,1997,348000,"$348,000.00"
2443,NoRidge,1998,286000,"$286,000.00"
2444,NoRidge,2000,300000,"$300,000.00"
2445,NoRidge,1995,625000,"$625,000.00"
2446,NoRidge,2000,405000,"$405,000.00"
2447,NoRidge,1998,280000,"$280,000.00"
2448,NoRidge,1998,258000,"$258,000.00"
2449,NoRidge,1995,350000,"$350,000.00"
2450,NoRidge,1993,584500,"$584,500.00"
2451,NoRidge,1994,321000,"$321,000.00"
2452,NoRidge,1994,290000,"$290,000.00"
2453,NoRidge,1993,315000,"$315,000.00"
2454,Somerst,2005,252000,"$252,000.00"
2455,Somerst,2006,336820,"$336,820.00"
2456,Somerst,2005,423000,"$423,000.00"
2457,Somerst,2006,290000,"$290,000.00"
2458,Somerst,2005,232000,"$232,000.00"
2459,Somerst,2006,199000,"$199,000.00"
2460,Somerst,2006,198600,"$198,600.00"
2461,Somerst,2006,405749,"$405,749.00"
2462,Somerst,2006,232600,"$232,600.00"
2463,Somerst,2006,266000,"$266,000.00"
2464,Somerst,2005,186500,"$186,500.00"
2465,Somerst,2005,200825,"$200,825.00"
2466,Somerst,2006,197000,"$197,000.00"
2467,Somerst,2006,185000,"$185,000.00"
2468,Somerst,2005,176000,"$176,000.00"
2469,Somerst,2006,187750,"$187,750.00"
2470,SawyerW,2005,139500,"$139,500.00"
2471,SawyerW,2005,186800,"$186,800.00"
2472,SawyerW,2005,132000,"$132,000.00"
2473,SawyerW,2005,142500,"$142,500.00"
2474,SawyerW,2004,158000,"$158,000.00"
2475,SawyerW,2005,184000,"$184,000.00"
2476,SawyerW,2005,184900,"$184,900.00"
2477,SawyerW,1997,187000,"$187,000.00"
2478,SawyerW,1992,175900,"$175,900.00"
2479,SawyerW,1992,248500,"$248,500.00"
2480,SawyerW,1990,172000,"$172,000.00"
2481,SawyerW,1991,151000,"$151,000.00"
2482,SawyerW,1994,150000,"$150,000.00"
2483,SawyerW,1966,107000,"$107,000.00"
2484,SawyerW,1965,119900,"$119,900.00"
2485,Sawyer,1962,129500,"$129,500.00"
2486,Sawyer,1963,125000,"$125,000.00"
2487,Sawyer,1977,119500,"$119,500.00"
2488,Sawyer,1962,144000,"$144,000.00"
2489,Sawyer,1977,151000,"$151,000.00"
2490,Sawyer,1965,126000,"$126,000.00"
2491,Sawyer,1968,116000,"$116,000.00"
2492,Sawyer,1963,133500,"$133,500.00"
2493,Sawyer,1965,120875,"$120,875.00"
2494,Sawyer,1965,137000,"$137,000.00"
2495,Sawyer,1964,124000,"$124,000.00"
2496,Sawyer,1961,135000,"$135,000.00"
2497,Sawyer,1967,129200,"$129,200.00"
2498,Veenker,1974,260000,"$260,000.00"
2499,NoRidge,1991,260000,"$260,000.00"
2500,NoRidge,1992,334000,"$334,000.00"
2501,NoRidge,1993,310000,"$310,000.00"
2502,NoRidge,1992,268000,"$268,000.00"
2503,NoRidge,1994,262000,"$262,000.00"
2504,Somerst,2004,176400,"$176,400.00"
2505,Somerst,2005,197000,"$197,000.00"
2506,Somerst,2005,151000,"$151,000.00"
2507,Somerst,2005,147400,"$147,400.00"
2508,Somerst,2005,149900,"$149,900.00"
2509,Somerst,2005,144152,"$144,152.00"
2510,Somerst,2000,166000,"$166,000.00"
2511,Somerst,1999,183900,"$183,900.00"
2512,Somerst,2000,165000,"$165,000.00"
2513,Somerst,2003,139000,"$139,000.00"
2514,Somerst,1997,200000,"$200,000.00"
2515,Somerst,2001,221000,"$221,000.00"
2516,Veenker,1995,270000,"$270,000.00"
2517,Veenker,1977,165000,"$165,000.00"
2518,Greens,1980,214000,"$214,000.00"
2519,Greens,1980,188000,"$188,000.00"
2520,Greens,1980,190000,"$190,000.00"
2521,Greens,1978,170000,"$170,000.00"
2522,Veenker,1981,385000,"$385,000.00"
2523,NWAmes,1972,146500,"$146,500.00"
2524,NWAmes,1968,170000,"$170,000.00"
2525,NWAmes,1968,262500,"$262,500.00"
2526,NWAmes,1968,179900,"$179,900.00"
2527,NWAmes,1968,250000,"$250,000.00"
2528,NWAmes,1972,165150,"$165,150.00"
2529,NWAmes,1967,164500,"$164,500.00"
2530,NWAmes,1969,140000,"$140,000.00"
2531,NAmes,1967,135500,"$135,500.00"
2532,NAmes,1968,142000,"$142,000.00"
2533,NAmes,1968,155000,"$155,000.00"
2534,NAmes,1968,157500,"$157,500.00"
2535,NAmes,1968,138500,"$138,500.00"
2536,NAmes,1968,140000,"$140,000.00"
2537,NAmes,1966,124400,"$124,400.00"
2538,NAmes,1967,158000,"$158,000.00"
2539,NAmes,1965,146000,"$146,000.00"
2540,NWAmes,1971,190000,"$190,000.00"
2541,NAmes,1961,136500,"$136,500.00"
2542,NAmes,1958,129900,"$129,900.00"
2543,NAmes,1959,145000,"$145,000.00"
2544,NAmes,1965,185900,"$185,900.00"
2545,NAmes,1964,160000,"$160,000.00"
2546,NAmes,1964,167000,"$167,000.00"
2547,NAmes,1964,157500,"$157,500.00"
2548,NAmes,1958,140000,"$140,000.00"
2549,NAmes,1958,150000,"$150,000.00"
2550,NAmes,1960,151500,"$151,500.00"
2551,NAmes,1934,129800,"$129,800.00"
2552,NAmes,1954,137000,"$137,000.00"
2553,NAmes,1947,137000,"$137,000.00"
2554,BrkSide,1946,121600,"$121,600.00"
2555,BrkSide,1923,85500,"$85,500.00"
2556,BrkSide,1926,79900,"$79,900.00"
2557,BrkSide,1908,127000,"$127,000.00"
2558,NAmes,1961,161000,"$161,000.00"
2559,NAmes,1952,146500,"$146,500.00"
2560,NAmes,1951,135000,"$135,000.00"
2561,NAmes,1951,137900,"$137,900.00"
2562,NAmes,1941,133000,"$133,000.00"
2563,NAmes,1949,137000,"$137,000.00"
2564,NAmes,1954,121000,"$121,000.00"
2565,NAmes,1967,119000,"$119,000.00"
2566,NAmes,1964,172000,"$172,000.00"
2567,NAmes,1961,98600,"$98,600.00"
2568,NAmes,1966,226000,"$226,000.00"
2569,NAmes,1954,118000,"$118,000.00"
2570,NAmes,1918,235000,"$235,000.00"
2571,NAmes,1963,135000,"$135,000.00"
2572,NAmes,1962,132500,"$132,500.00"
2573,NAmes,1959,143000,"$143,000.00"
2574,NAmes,1957,132000,"$132,000.00"
2575,NAmes,1960,145250,"$145,250.00"
2576,NAmes,1958,162000,"$162,000.00"
2577,NAmes,1956,148000,"$148,000.00"
2578,NAmes,1957,141000,"$141,000.00"
2579,NAmes,1956,153000,"$153,000.00"
2580,NAmes,1957,134450,"$134,450.00"
2581,NAmes,1979,135960,"$135,960.00"
2582,NAmes,1954,156000,"$156,000.00"
2583,NAmes,1954,140000,"$140,000.00"
2584,NAmes,1952,139500,"$139,500.00"
2585,NAmes,1951,155000,"$155,000.00"
2586,NAmes,1956,127000,"$127,000.00"
2587,NAmes,1956,133500,"$133,500.00"
2588,NAmes,1955,125000,"$125,000.00"
2589,NAmes,1951,142000,"$142,000.00"
2590,NAmes,1941,167000,"$167,000.00"
2591,NAmes,1956,159000,"$159,000.00"
2592,OldTown,1925,180000,"$180,000.00"
2593,NAmes,1947,127000,"$127,000.00"
2594,OldTown,1924,112000,"$112,000.00"
2595,OldTown,1930,99800,"$99,800.00"
2596,OldTown,1954,117000,"$117,000.00"
2597,OldTown,1921,108480,"$108,480.00"
2598,NAmes,1929,68000,"$68,000.00"
2599,OldTown,1900,86900,"$86,900.00"
2600,OldTown,1920,120000,"$120,000.00"
2601,OldTown,1915,155500,"$155,500.00"
2602,OldTown,1910,80000,"$80,000.00"
2603,OldTown,1915,105000,"$105,000.00"
2604,OldTown,1900,160000,"$160,000.00"
2605,OldTown,1936,170000,"$170,000.00"
2606,NAmes,1965,160000,"$160,000.00"
2607,NAmes,1966,159950,"$159,950.00"
2608,NAmes,1963,165000,"$165,000.00"
2609,NAmes,1962,159000,"$159,000.00"
2610,NAmes,1962,147000,"$147,000.00"
2611,NAmes,1964,115000,"$115,000.00"
2612,NAmes,1959,159500,"$159,500.00"
2613,NAmes,1959,120000,"$120,000.00"
2614,NAmes,1957,129900,"$129,900.00"
2615,NAmes,1961,183000,"$183,000.00"
2616,NAmes,1959,157500,"$157,500.00"
2617,NAmes,1962,277500,"$277,500.00"
2618,NAmes,1957,207500,"$207,500.00"
2619,NAmes,1950,147500,"$147,500.00"
2620,NAmes,1949,135000,"$135,000.00"
2621,NAmes,1950,109500,"$109,500.00"
2622,NAmes,1950,109900,"$109,900.00"
2623,NAmes,1959,133700,"$133,700.00"
2624,NAmes,1950,81400,"$81,400.00"
2625,NAmes,1949,87500,"$87,500.00"
2626,NAmes,1950,93500,"$93,500.00"
2627,NAmes,1960,119000,"$119,000.00"
2628,NAmes,1959,141000,"$141,000.00"
2629,NAmes,1961,146000,"$146,000.00"
2630,NAmes,1966,155000,"$155,000.00"
2631,NAmes,1962,134500,"$134,500.00"
2632,NAmes,1962,120000,"$120,000.00"
2633,NAmes,1962,105000,"$105,000.00"
2634,NAmes,1962,124000,"$124,000.00"
2635,OldTown,1900,169000,"$169,000.00"
2636,OldTown,1925,107000,"$107,000.00"
2637,OldTown,1948,135000,"$135,000.00"
2638,OldTown,1920,111500,"$111,500.00"
2639,OldTown,1900,156500,"$156,500.00"
2640,OldTown,1925,178000,"$178,000.00"
2641,OldTown,1900,139900,"$139,900.00"
2642,OldTown,1930,105000,"$105,000.00"
2643,OldTown,1930,110000,"$110,000.00"
2644,OldTown,1900,111500,"$111,500.00"
2645,OldTown,1924,108000,"$108,000.00"
2646,OldTown,1925,111500,"$111,500.00"
2647,OldTown,1880,124000,"$124,000.00"
2648,OldTown,1950,105000,"$105,000.00"
2649,OldTown,1920,116000,"$116,000.00"
2650,OldTown,1905,96900,"$96,900.00"
2651,OldTown,1955,135500,"$135,500.00"
2652,OldTown,1924,139000,"$139,000.00"
2653,OldTown,1921,61500,"$61,500.00"
2654,OldTown,1945,120000,"$120,000.00"
2655,OldTown,1955,126175,"$126,175.00"
2656,OldTown,1920,64000,"$64,000.00"
2657,OldTown,1910,137000,"$137,000.00"
2658,OldTown,1900,87000,"$87,000.00"
2659,OldTown,1914,163000,"$163,000.00"
2660,OldTown,1910,155000,"$155,000.00"
2661,OldTown,1900,79000,"$79,000.00"
2662,OldTown,1916,144000,"$144,000.00"
2663,OldTown,1910,114504,"$114,504.00"
2664,OldTown,1920,157000,"$157,000.00"
2665,OldTown,1923,125000,"$125,000.00"
2666,OldTown,1892,475000,"$475,000.00"
2667,OldTown,1920,93500,"$93,500.00"
2668,OldTown,1958,125000,"$125,000.00"
2669,IDOTRR,1918,64500,"$64,500.00"
2670,BrkSide,1941,100000,"$100,000.00"
2671,BrkSide,1939,140200,"$140,200.00"
2672,BrkSide,1924,202500,"$202,500.00"
2673,BrkSide,1947,159000,"$159,000.00"
2674,OldTown,1939,119900,"$119,900.00"
2675,BrkSide,1934,114500,"$114,500.00"
2676,BrkSide,1936,115000,"$115,000.00"
2677,BrkSide,1930,75000,"$75,000.00"
2678,BrkSide,1925,88000,"$88,000.00"
2679,BrkSide,1947,80500,"$80,500.00"
2680,BrkSide,1928,149000,"$149,000.00"
2681,BrkSide,1930,110000,"$110,000.00"
2682,OldTown,1925,110500,"$110,500.00"
2683,BrkSide,1921,89000,"$89,000.00"
2684,BrkSide,1922,113000,"$113,000.00"
2685,BrkSide,1925,109000,"$109,000.00"
2686,OldTown,1962,220000,"$220,000.00"
2687,BrkSide,1970,129000,"$129,000.00"
2688,OldTown,1910,117000,"$117,000.00"
2689,OldTown,1941,52500,"$52,500.00"
2690,IDOTRR,1924,107000,"$107,000.00"
2691,IDOTRR,1910,116500,"$116,500.00"
2692,IDOTRR,1919,72000,"$72,000.00"
2693,IDOTRR,1937,119500,"$119,500.00"
2694,IDOTRR,1938,125500,"$125,500.00"
2695,IDOTRR,1922,91000,"$91,000.00"
2696,IDOTRR,1935,84500,"$84,500.00"
2697,IDOTRR,1930,90000,"$90,000.00"
2698,Sawyer,1951,137500,"$137,500.00"
2699,Sawyer,1964,150000,"$150,000.00"
2700,Sawyer,1950,131000,"$131,000.00"
2701,ClearCr,1958,130000,"$130,000.00"
2702,Edwards,1935,125000,"$125,000.00"
2703,SWISU,1936,80000,"$80,000.00"
2704,SWISU,2004,157000,"$157,000.00"
2705,Sawyer,1963,148000,"$148,000.00"
2706,Sawyer,1967,90000,"$90,000.00"
2707,Sawyer,1963,154500,"$154,500.00"
2708,Sawyer,1967,153600,"$153,600.00"
2709,Sawyer,1966,164500,"$164,500.00"
2710,Sawyer,1964,132000,"$132,000.00"
2711,Sawyer,1966,142500,"$142,500.00"
2712,Sawyer,1968,158000,"$158,000.00"
2713,Sawyer,1978,149500,"$149,500.00"
2714,Sawyer,1967,165000,"$165,000.00"
2715,Sawyer,1968,180000,"$180,000.00"
2716,Sawyer,1978,160500,"$160,500.00"
2717,Sawyer,1977,156500,"$156,500.00"
2718,Sawyer,1977,157000,"$157,000.00"
2719,Sawyer,1958,172500,"$172,500.00"
2720,Sawyer,1957,155000,"$155,000.00"
2721,Sawyer,1955,170000,"$170,000.00"
2722,Sawyer,1924,105000,"$105,000.00"
2723,Sawyer,1965,145000,"$145,000.00"
2724,Sawyer,1956,168000,"$168,000.00"
2725,ClearCr,1967,278000,"$278,000.00"
2726,ClearCr,1963,164000,"$164,000.00"
2727,ClearCr,1953,225000,"$225,000.00"
2728,Sawyer,1971,130000,"$130,000.00"
2729,Sawyer,1974,142500,"$142,500.00"
2730,ClearCr,1980,148400,"$148,400.00"
2731,ClearCr,1986,190000,"$190,000.00"
2732,Edwards,1954,146000,"$146,000.00"
2733,Edwards,1942,128000,"$128,000.00"
2734,Edwards,1948,225000,"$225,000.00"
2735,Edwards,1966,274970,"$274,970.00"
2736,Edwards,1928,235000,"$235,000.00"
2737,Edwards,1935,415000,"$415,000.00"
2738,Edwards,1962,182000,"$182,000.00"
2739,Edwards,1952,135000,"$135,000.00"
2740,Edwards,1955,137000,"$137,000.00"
2741,Edwards,1954,136900,"$136,900.00"
2742,Edwards,1953,149900,"$149,900.00"
2743,Edwards,1952,123500,"$123,500.00"
2744,Edwards,1954,93000,"$93,000.00"
2745,Edwards,1948,91500,"$91,500.00"
2746,SawyerW,1985,180000,"$180,000.00"
2747,SawyerW,1989,209000,"$209,000.00"
2748,SawyerW,1993,215000,"$215,000.00"
2749,SawyerW,1993,224500,"$224,500.00"
2750,CollgCr,2005,229800,"$229,800.00"
2751,CollgCr,2005,183600,"$183,600.00"
2752,CollgCr,2006,194000,"$194,000.00"
2753,CollgCr,2006,193879,"$193,879.00"
2754,CollgCr,2005,221500,"$221,500.00"
2755,CollgCr,2006,204900,"$204,900.00"
2756,CollgCr,2006,239799,"$239,799.00"
2757,CollgCr,2006,233555,"$233,555.00"
2758,CollgCr,2005,260000,"$260,000.00"
2759,CollgCr,2005,294900,"$294,900.00"
2760,CollgCr,2005,209700,"$209,700.00"
2761,CollgCr,2005,225000,"$225,000.00"
2762,CollgCr,2005,181000,"$181,000.00"
2763,SawyerW,1992,220000,"$220,000.00"
2764,ClearCr,1964,190000,"$190,000.00"
2765,ClearCr,1969,180000,"$180,000.00"
2766,ClearCr,1975,280000,"$280,000.00"
2767,ClearCr,1968,158900,"$158,900.00"
2768,CollgCr,1996,148000,"$148,000.00"
2769,CollgCr,1996,145000,"$145,000.00"
2770,CollgCr,1995,187000,"$187,000.00"
2771,CollgCr,1998,193000,"$193,000.00"
2772,CollgCr,1995,156000,"$156,000.00"
2773,CollgCr,2000,235000,"$235,000.00"
2774,CollgCr,1997,217000,"$217,000.00"
2775,CollgCr,1999,214000,"$214,000.00"
2776,CollgCr,1999,196000,"$196,000.00"
2777,CollgCr,1999,217000,"$217,000.00"
2778,CollgCr,2002,200000,"$200,000.00"
2779,CollgCr,2002,192500,"$192,500.00"
2780,CollgCr,2001,205000,"$205,000.00"
2781,CollgCr,1976,132500,"$132,500.00"
2782,CollgCr,1977,157500,"$157,500.00"
2783,CollgCr,1978,174000,"$174,000.00"
2784,CollgCr,1969,128500,"$128,500.00"
2785,CollgCr,1972,128500,"$128,500.00"
2786,CollgCr,1972,149900,"$149,900.00"
2787,CollgCr,1972,119900,"$119,900.00"
2788,Landmrk,1993,137000,"$137,000.00"
2789,CollgCr,2002,255000,"$255,000.00"
2790,CollgCr,2002,222000,"$222,000.00"
2791,CollgCr,1999,214000,"$214,000.00"
2792,CollgCr,2002,220000,"$220,000.00"
2793,CollgCr,2001,275000,"$275,000.00"
2794,CollgCr,2002,197000,"$197,000.00"
2795,CollgCr,2002,230000,"$230,000.00"
2796,CollgCr,1999,268500,"$268,500.00"
2797,CollgCr,1996,210900,"$210,900.00"
2798,CollgCr,1998,227000,"$227,000.00"
2799,CollgCr,1995,237000,"$237,000.00"
2800,CollgCr,1998,274300,"$274,300.00"
2801,CollgCr,2004,216837,"$216,837.00"
2802,CollgCr,2003,133000,"$133,000.00"
2803,CollgCr,2004,155900,"$155,900.00"
2804,CollgCr,2006,233230,"$233,230.00"
2805,CollgCr,2003,207000,"$207,000.00"
2806,CollgCr,2004,195000,"$195,000.00"
2807,CollgCr,2003,200000,"$200,000.00"
2808,CollgCr,2006,203160,"$203,160.00"
2809,CollgCr,2005,195800,"$195,800.00"
2810,CollgCr,2005,212900,"$212,900.00"
2811,CollgCr,2004,196500,"$196,500.00"
2812,CollgCr,2005,198000,"$198,000.00"
2813,CollgCr,2005,173900,"$173,900.00"
2814,CollgCr,2005,163990,"$163,990.00"
2815,CollgCr,2005,164990,"$164,990.00"
2816,Edwards,1910,98000,"$98,000.00"
2817,Edwards,1959,149900,"$149,900.00"
2818,Edwards,1951,102000,"$102,000.00"
2819,Edwards,1975,127500,"$127,500.00"
2820,Edwards,1975,127500,"$127,500.00"
2821,Edwards,1969,119900,"$119,900.00"
2822,Edwards,2003,196500,"$196,500.00"
2823,Edwards,2002,117250,"$117,250.00"
2824,Edwards,2003,229000,"$229,000.00"
2825,Edwards,2005,145000,"$145,000.00"
2826,Edwards,2005,140000,"$140,000.00"
2827,Edwards,2005,142500,"$142,500.00"
2828,Edwards,2004,134000,"$134,000.00"
2829,Edwards,2004,130000,"$130,000.00"
2830,Edwards,2004,130000,"$130,000.00"
2831,Edwards,2004,137500,"$137,500.00"
2832,Edwards,2004,130000,"$130,000.00"
2833,Edwards,1948,97900,"$97,900.00"
2834,Edwards,1915,92000,"$92,000.00"
2835,Edwards,1924,107000,"$107,000.00"
2836,Edwards,1910,81000,"$81,000.00"
2837,Edwards,1924,104900,"$104,900.00"
2838,Edwards,1955,115000,"$115,000.00"
2839,Edwards,1954,125000,"$125,000.00"
2840,Edwards,1918,116000,"$116,000.00"
2841,Edwards,1922,83000,"$83,000.00"
2842,SWISU,1912,118500,"$118,500.00"
2843,Edwards,1922,35000,"$35,000.00"
2844,Edwards,1910,121000,"$121,000.00"
2845,SWISU,1916,160000,"$160,000.00"
2846,SWISU,1940,140000,"$140,000.00"
2847,SWISU,1938,137000,"$137,000.00"
2848,SWISU,1945,128000,"$128,000.00"
2849,SWISU,1926,160000,"$160,000.00"
2850,Crawfor,1914,138887,"$138,887.00"
2851,SWISU,1920,149000,"$149,000.00"
2852,SWISU,1926,102000,"$102,000.00"
2853,Crawfor,1919,167000,"$167,000.00"
2854,Crawfor,1920,200100,"$200,100.00"
2855,SWISU,1939,131000,"$131,000.00"
2856,SWISU,1941,112000,"$112,000.00"
2857,Crawfor,1915,140000,"$140,000.00"
2858,Crawfor,1920,195000,"$195,000.00"
2859,Crawfor,1929,230000,"$230,000.00"
2860,Crawfor,1940,194000,"$194,000.00"
2861,Crawfor,1922,137500,"$137,500.00"
2862,Crawfor,1936,250000,"$250,000.00"
2863,Crawfor,1929,218000,"$218,000.00"
2864,Crawfor,1932,239000,"$239,000.00"
2865,Crawfor,1932,199500,"$199,500.00"
2866,Crawfor,1930,210000,"$210,000.00"
2867,Crawfor,1956,230000,"$230,000.00"
2868,Crawfor,1977,217500,"$217,500.00"
2869,Crawfor,1950,257000,"$257,000.00"
2870,Crawfor,1953,157000,"$157,000.00"
2871,Crawfor,1969,223000,"$223,000.00"
2872,IDOTRR,1942,102000,"$102,000.00"
2873,IDOTRR,1926,145400,"$145,400.00"
2874,IDOTRR,1925,72000,"$72,000.00"
2875,IDOTRR,1925,85000,"$85,000.00"
2876,IDOTRR,1936,106500,"$106,500.00"
2877,IDOTRR,1957,139000,"$139,000.00"
2878,IDOTRR,1920,108000,"$108,000.00"
2879,IDOTRR,1945,51689,"$51,689.00"
2880,IDOTRR,1949,35311,"$35,311.00"
2881,IDOTRR,1951,115000,"$115,000.00"
2882,IDOTRR,1916,78000,"$78,000.00"
2883,Crawfor,2005,375000,"$375,000.00"
2884,Crawfor,2004,300000,"$300,000.00"
2885,Mitchel,1979,242500,"$242,500.00"
2886,Mitchel,1978,145000,"$145,000.00"
2887,Mitchel,2001,209000,"$209,000.00"
2888,Mitchel,1977,135000,"$135,000.00"
2889,Mitchel,1975,148000,"$148,000.00"
2890,Mitchel,1988,171000,"$171,000.00"
2891,Timber,1989,335000,"$335,000.00"
2892,GrnHill,1986,230000,"$230,000.00"
2893,Timber,1958,250764,"$250,764.00"
2894,Timber,1981,228000,"$228,000.00"
2895,Timber,1987,176000,"$176,000.00"
2896,Timber,1990,180000,"$180,000.00"
2897,Timber,1990,250000,"$250,000.00"
2898,Timber,2000,202000,"$202,000.00"
2899,Timber,2002,312500,"$312,500.00"
2900,Timber,2005,320000,"$320,000.00"
2901,Timber,2005,369900,"$369,900.00"
2902,Timber,2005,359900,"$359,900.00"
2903,Mitchel,1951,81500,"$81,500.00"
2904,Mitchel,1997,215000,"$215,000.00"
2905,Mitchel,1998,164000,"$164,000.00"
2906,Mitchel,1998,153500,"$153,500.00"
2907,Mitchel,2006,84500,"$84,500.00"
2908,MeadowV,1977,104500,"$104,500.00"
2909,MeadowV,1977,127000,"$127,000.00"
2910,MeadowV,1973,151400,"$151,400.00"
2911,Mitchel,1968,126500,"$126,500.00"
2912,Mitchel,1970,146500,"$146,500.00"
2913,MeadowV,1970,73000,"$73,000.00"
2914,MeadowV,1972,79400,"$79,400.00"
2915,Mitchel,1969,140000,"$140,000.00"
2916,MeadowV,1970,92000,"$92,000.00"
2917,MeadowV,1970,87550,"$87,550.00"
2918,MeadowV,1970,79500,"$79,500.00"
2919,MeadowV,1970,90500,"$90,500.00"
2920,MeadowV,1970,71000,"$71,000.00"
2921,Mitchel,1976,150900,"$150,900.00"
2922,Mitchel,1976,188000,"$188,000.00"
2923,Mitchel,1977,160000,"$160,000.00"
2924,Mitchel,1960,131000,"$131,000.00"
2925,Mitchel,1984,142500,"$142,500.00"
2926,Mitchel,1983,131000,"$131,000.00"
2927,Mitchel,1992,132000,"$132,000.00"
2928,Mitchel,1974,170000,"$170,000.00"
2929,Mitchel,1993,188000,"$188,000.00"
